Frame ID,Media Owner,Format,Address,Town,Postcode,Latitude,Longitude,Status
2000113456,75Media,DM6,"The M8 Tower, Glasow (Eastbound)",Paisley,PA3 2SG,55.86301572,-4.42464738,Live
2000113457,75Media,DM6,"The M8 Tower, Glasgow (Westbound)",Paisley,PA3 2SG,55.86301113,-4.42458567,Live
2000196026,75Media,DM6,New Craven Gate Leeds M621,Leeds,LS11 5NF,53.78295413,-1.54090941,Live
2000214431,75Media,D48,Shorehead Rounabout (A629),Huddersfield,HD1 2QB,53.64524909,-1.77778508,Live
2000214432,75Media,DM6,Broadway (A38),Bridgwater,TA6 5AR,51.1285905,-2.99777358,Live
2000214433,75Media,D96,Western Avenue Westbound (A40),Acton,W3 0BF,51.5265001,-0.27968703,Live
2000214434,75Media,D96,Western Avenue Eastbound (A40),Acton,W3 0BF,51.52650083,-0.27967946,Live
2000214435,75Media,D48,1 Canal Road (A6037),Bradford,BD2 1AP,53.81066732,-1.75749486,Live
2000214436,75Media,D48,96 Geldard Road (A62),Batley,WF17 9LP,53.73963193,-1.65245976,Live
2000215934,75Media,D48,1260 Kingsbury Road,Birmingham,B35 6AG,52.52690909,-1.78607544,Live
2000215935,75Media,D48,Walsall Road (Southbound),Wolverhampton,WS10 8NA,52.57484522,-2.01811861,Live
2000215937,75Media,D48,Whitehall Road,Leeds,LS12 6EP,53.78547492,-1.5776389,Live
2000215938,75Media,D48,223 Bowling Back Lane,Bradford,BD4 8SJ,53.78685128,-1.73097978,Live
2000215939,75Media,D48,2 Newmarket Street,Consett,DH8 5LQ,54.85386398,-1.8346651,Live
2000215940,75Media,D48,Petershill Road,Glasgow North,G21 4RS,55.87727426,-4.23086269,Live
2000215941,75Media,D48,15 Seafield Road (Northbound),Edinburgh,EH15 1EB,55.958838,-3.1242792,Live
2000215942,75Media,D48,15 Seafield Road (Southbound),Edinburgh,EH15 1EB,55.9587507,-3.1241988,Live
2000215943,75Media,D48,97 Clepington Road (Eastbound),Dundee,DD4 7DF,56.477445,-2.9592295,Live
2000215944,75Media,D48,97 Clepington Road (Westbound),Dundee,DD4 7DF,56.4774467,-2.9591702,Live
2000215945,75Media,D48,875 Harrow Road,Kensal Green,NW10 5NG,51.5321431,-0.2379537,Live
2000215946,75Media,D48,457 Manchester Road,Stockport,SK4 5DJ,53.42938471,-2.17828517,Live
2000215947,75Media,D48,297 Willenhall Road,Wolverhampton,WV1 2HY,52.58353242,-2.09305536,Live
2000215949,75Media,D48,95 Bowes Road,Palmers Green,N13 4RU,51.6122656,-0.11825047,Live
2000215950,75Media,D48,"Dartmouth Park Hill, Islington",Kentish Town,NW5 1HL,51.5580215,-0.1390961,Live
2000215951,75Media,D48,212 Gallowgate,Glasgow North,G1 5DS,55.8554953,-4.2381834,Live
2000215952,75Media,D48,Hamilton Road c/o New Road,Cambuslang,G72 7PU,55.81113315,-4.13756815,Live
2000215953,75Media,D48,Mucklow Hill,Halesowen,B62 8DL,52.45445884,-2.03914867,Live
2000215954,75Media,D48,1 Harraby Green Road,Carlisle,CA1 2QA,54.88303617,-2.91553596,Live
2000215955,75Media,D48,Hulme Road heading to Etihad Stadium,Manchester,M40 8AG,53.49575587,-2.21004004,Live
2000215956,75Media,D48,87 Stanningley Road,Leeds,LS12 3NW,53.8010946,-1.5999496,Live
2000215957,75Media,D48,58 Fore Street,Edmonton,N18 2SS,51.6103792,-0.0655101,Live
2000215958,75Media,D48,238 Huddersfield Road,Mirfield,WF14 9PY,53.6768517,-1.7020963,Live
2000215959,75Media,D48,1 North Street,Grantham,NG31 6NU,52.915001,-0.6442226,Live
2000215960,75Media,D48,Weir Street c/o Brick Lane,Paisley,PA3 4AE,55.8479452,-4.4204859,Live
2000215961,75Media,D48,144 High Street,Connah's Quay,CH5 4DQ,53.21677644,-3.05085736,Live
2000215962,75Media,D48,136 Oxford Street,Wolverhampton,WV14 7DP,52.56243206,-2.06491162,Live
2000215963,75Media,D48,Kings Road opp Wharfdale Road,Birmingham,B11 2DE,52.4543362,-1.8378577,Live
2000215964,75Media,D48,"88 High Street, Staple Hill",Bristol,BS16 5HL,51.48111857,-2.50899377,Live
2000215965,75Media,D48,1093 Kingsbury Road (Northbound),Birmingham,B35 6AH,52.5208178,-1.79702559,Live
2000215966,75Media,D48,1093 Kingsbury Road (Southbound),Birmingham,B35 6AH,52.52083224,-1.7969934,Live
2000215967,75Media,D48,166 Bromford Lane,Birmingham,B24 8DE,52.5098592,-1.8332754,Live
2000215968,75Media,D48,Hendon Court House (Southbound),Hendon,NW9 7BY,51.5815847,-0.2448587,Live
2000215969,75Media,D48,Hendon Court House (Northbound),Hendon,NW9 7BY,51.5815668,-0.2448411,Live
2000216145,75Media,D48,2234 London Road,Glasgow North,G32 8YG,55.83636148,-4.15807257,Live
2000256312,75Media,D48,A58 Heap Bridge,Bury,BL9 7HR,53.5913305,-2.2654696,Live
2000256313,75Media,D48,Mile End Road adj Ferry Port,Portsmouth,PO2 8RU,50.81104999,-1.08668166,Live
2000256314,75Media,D48,456 Chorley Road,Swinton Pendlebury,M27 9RH,53.5168268,-2.3511907,Live
2000256315,75Media,D48,A570 Dentons Green Lane,St Helens,WA10 2QF,53.4572969,-2.7475102,Live
2000256316,75Media,D48,"4 New Hay Road, facing Wakefield Road",Bradford,BD4 7HY,53.7824935,-1.7341981,Live
2000256317,75Media,D48,"New Cleveland Street, Jenning Street",Hull,HU8 7AN,53.7512904,-0.3292816,Live
2000256318,75Media,D48,"A665,  Chancellor Lane",Manchester,M12 5FX,53.4752108,-2.2178818,Live
2000256319,75Media,D48,331 Prescot Road,Liverpool,L13 8BS,53.4149724,-2.926773,Live
2000256320,75Media,D48,Pedmore Road,Dudley,DY5 1TH,52.48631,-2.10732,Live
2000256321,75Media,D48,"A674, 80 Whalley Banks",Blackburn (Lancs),BB2 1PB,53.7435929,-2.49301462,Live
2000256323,75Media,D48,"Marconi Way, Metro Centre approach",Whickham,NE16 3AU,54.9558939,-1.6815537,Live
2000256569,75Media,D48,Kingstanding Road,Birmingham,B44 8AA,52.53073869,-1.89114552,Live
2000256570,75Media,D48,Pottery Lane,Manchester,M12 5DE,53.47073598,-2.19460277,Live
2000256749,75Media,D96,M621Junction 5,Leeds,LS11 5JD,53.77273714,-1.54069912,Live
2000256754,75Media,D48,"Taylors Lane, Parkgate",Rotherham,S62 6EE,53.44989649,-1.34627596,Live
2000256756,75Media,D48,York Road,Leeds,LS9 9NT,53.79765304,-1.5178043,Live
2000256757,75Media,D48,Meadow Road,Leeds,LS11 5DE,53.78877949,-1.54504801,Live
2000256758,75Media,D48,Strand Rd,Bootle,L20 4BB,53.45125353,-2.99562033,Live
2000256759,75Media,D48,Bury New Road,Manchester,M8 8DY,53.49897363,-2.25532193,Live
2000256760,75Media,D48,28 Moor Lane,Bolton,BL1 4TH,53.57774915,-2.43475439,Live
2000256948,75Media,D48,Black Country New Road off Patent Shaft Roundabout,West Bromwich,WS10 7NZ,52.554814,-2.0326728,Live
2000256949,75Media,D48,515 Abbey Road,Abbey Wood,SE2 9HA,51.49005358,0.1215667,Live
2000256950,75Media,D48,Sutton New Road c/o Coton Lane,Birmingham,B23 6TP,52.5229045,-1.8430377,Live
2000256951,75Media,D48,"Wharton Road (A5018), Westbound",Winsford,CW7 3AA,53.1931796,-2.5161495,Live
2000256953,75Media,D96,"A441, 1581 Pershore Road",Birmingham,B30 2JF,52.42182529,-1.92194738,Live
2000256954,75Media,D96,Great Western Way,Dudley,DY4 7AB,52.5312888,-2.0352623,Live
2000256955,75Media,D96,"M5 Tower, Northbound, West Midlands",Warley,B69 4ET,52.5033033,-2.0061551,Live
2000256956,75Media,D96,"M5 Tower, Southbound, West Midlands",Warley,B69 4ET,52.5033131,-2.0061149,Live
2000257232,75Media,D48,Lyons Lane (Westbound),Chorley Adlington,PR6 0PJ,53.65105568,-2.62352372,Live
2000259548,75Media,D48,268 Wakefield Road (A368),Ossett,WF5 9AB,53.6800587,-1.54548264,Live
2000260538,75Media,D48,72 Rochdale Road (A664),Manchester,M40 7GT,53.49310575,-2.22508818,Live
2000260539,75Media,D96,Liverpool Road (A57),Eccles,M30 7RU,53.46749511,-2.39238596,Live
2000267659,75Media,DM6,Spaghetti Gateway,Birmingham,B6 7SS,52.5072964,-1.86446974,Live
2000267660,75Media,DM6,Spaghetti Gateway,Birmingham,B6 7SS,52.50729477,-1.86447538,Live
2000268486,75Media,D48,"Barr Hill Playing Fields, Duchy Road (A6)",Salford,M6 7HP,53.49758409,-2.30181019,Live
2000268577,75Media,D48,368 York Road (A64),Leeds,LS9 9EB,53.80001713,-1.50424338,Live
2000268578,75Media,D48,368 York Road (A64),Leeds,LS9 9EB,53.80014544,-1.50380618,Live
2000268579,75Media,D48,52 Cricklewood Lane,Cricklewood,NW2 1HG,51.55784367,-0.21293123,Live
2000268581,75Media,D48,"295 Beverley Road, Hull",Hull,HU5 2EL,53.76729647,-0.3588047,Live
2000268583,75Media,D48,465 Rooley Lane,Bradford,BD4 7SE,53.7743136,-1.73004593,Live
2000268591,75Media,DM6,Manchester Road (A597),Bolton,BL2 1EH,53.57475121,-2.42376176,Live
2000268850,75Media,D48,"Talbot Road, Eastbound (A5014)",Stretford,M16 0PF,53.46214557,-2.2777704,Live
2000268964,75Media,D48,Clarkston Road/Darsie Street,Glasgow South,G44 3EJ,55.81202352,-4.26918444,Live
2000268966,75Media,D48,23 Ferguslie,Paisley,PA1 2QU,55.84116452,-4.44860181,Live
2000268968,75Media,D48,Bridge Street,Cambuslang,G72 7EA,55.82232069,-4.17079743,Live
2000268969,75Media,D48,Hamilton Road,Cambuslang,G72 7NT,55.81728176,-4.15995694,Live
2000268970,75Media,D48,355 Balmore Road,Glasgow North,G22 6NT,55.88995265,-4.25916399,Live
2000268971,75Media,D48,355 Balmore Road,Glasgow North,G22 6NT,55.88990151,-4.25914789,Live
2000268972,75Media,D48,Craigneuk Street,Wishaw,ML2 7UY,55.78165698,-3.96724186,Live
2000269308,75Media,D48,510 East Prestcot Road,Liverpool,L14 9PW,53.4200768,-2.8743075,Live
2000269309,75Media,D48,999 Wolverhampton Road (Northbound),Warley,B69 4RJ,52.4918596,-2.0208084,Live
2000269310,75Media,D48,999 Wolverhampton Road (Southbound),Warley,B69 4RJ,52.4918694,-2.0208151,Live
2000269311,75Media,D48,72 Horninglow Road,Burton Upon Trent,DE14 2PP,52.81609,-1.63881,Live
2000269312,75Media,D48,"A586, Talbot Road (Westbound)",Blackpool,FY1 3QS,53.8236742,-3.0459519,Live
2000269313,75Media,D48,"A586, Talbot Road (Eastbound)",Blackpool,FY1 3QS,53.8238175,-3.0457199,Live
2000269314,75Media,D48,Saltley Road,Birmingham,B8 1JG,52.4920865,-1.8601792,Live
2000269315,75Media,D48,1200 Rochdale Road,Manchester,M9 6FR,53.5329912,-2.2073596,Live
2000269316,75Media,D48,756 Kingsbury Road,Birmingham,B24 9PS,52.51643,-1.81335,Live
2000269317,75Media,D48,828 Leeds Road,Bradford,BD3 9TY,53.7921775,-1.7285335,Live
2000269318,75Media,D48,"A4161, Cowbridge Road East",Cardiff,CF5 1AA,51.4849831,-3.2279692,Live
2000269319,75Media,D96,"A41, Warwick Road",Birmingham,B11 2QX,52.4530149,-1.8548697,Live
2000269320,75Media,D96,"A4161, Cowbridge Road East",Cardiff,CF5 1AA,51.4851986,-3.2281801,Live
2000269509,75Media,D48,127 Merry Street (A723),Motherwell,ML1 1NA,55.79241667,-3.98931258,Live
2000269510,75Media,D48,"Alexander Street, Wishaw",Wishaw,ML2 0GA,55.77371177,-3.93270919,Live
2000269511,75Media,D48,"Alexander Street, Wishaw",Wishaw,ML2 0GA,55.77373422,-3.93282367,Live
2000269512,75Media,D48,Saughton Road North,Edinburgh,EH12 7DS,55.93310627,-3.27479571,Live
2000269513,75Media,D48,West Granton Road,Edinburgh,EH5 1PD,55.97851499,-3.23161114,Live
2000269514,75Media,D48,201 Dumbarton Road (A814),Clydebank,G81 4XJ,55.90488963,-4.41596011,Live
2000269515,75Media,D48,201 Dumbarton Road (A814),Clydebank,G81 4XJ,55.90503097,-4.41612104,Live
2000269516,75Media,D48,88 Shore Street (A770),Gourock,PA19 1RD,55.95942675,-4.81604646,Live
2000269517,75Media,D48,9a Victoria Road,Rutherglen,G73 3QF,55.84202272,-4.26260298,Live
2000269518,75Media,D48,"Water Street, Rochdale",Rochdale,OL16 1UH,53.61617505,-2.15242687,Live
2000269519,75Media,D48,"Water Street, Rochdale",Rochdale,OL16 1UH,53.61604967,-2.15285465,Live
2000269520,75Media,D48,Wakefield Road (A639),Leeds,LS10 1SF,53.77123845,-1.51655321,Live
2000269521,75Media,D48,"Main Street, Forth (A706)",Lanark,ML11 8AE,55.77086953,-3.68351373,Live
2000269522,75Media,D48,"Main Street, Forth (A706)",Lanark,ML11 8AE,55.77089557,-3.68350156,Live
2000269534,75Media,D48,Keppochill Road,Glasgow North,G21 1HZ,55.87675176,-4.24941879,Live
2000269537,75Media,D48,158 Balmore Road (A879),Glasgow North,G22 6LJ,55.88780347,-4.25762442,Live
2000269538,75Media,D48,158 Balmore Road (A879),Glasgow North,G22 6LJ,55.88761514,-4.25752839,Live
2000269539,75Media,D48,"Park Street, Motherwell",Motherwell,ML1 1PF,55.78980476,-3.98688709,Live
2000269544,75Media,D48,Albert Street,Motherwell,ML1 1PR,55.79074769,-3.98524316,Live
2000269547,75Media,D48,Marionville Rd at Meadowbank,Edinburgh,EH7 6AQ,55.95822076,-3.15817939,Live
2000269549,75Media,D48,26 Bridge Street (A763),Cambuslang,G72 7EA,55.82053062,-4.17156084,Live
2000269553,75Media,D48,Baker Street,Greenock,PA15 4TU,55.94272322,-4.75037773,Live
2000269554,75Media,D48,Baker Street,Greenock,PA15 4TU,55.94250831,-4.75042813,Live
2000269562,75Media,D48,Portland Road,Irvine,KA12 8NL,55.60356522,-4.67465036,Live
2000269564,75Media,D48,Portland Road Northbound,Irvine,KA12 8NL,55.60345005,-4.67436976,Live
2000269568,75Media,D48,Cambuslang Road (A724),Rutherglen,G73 3JY,55.82619433,-4.19318215,Live
2000269569,75Media,D48,Cambuslang Road (A724),Rutherglen,G73 3JY,55.82625007,-4.19324116,Live
2000269573,75Media,D48,Newmains (A73),Wishaw,ML2 9BG,55.78130346,-3.87845454,Live
2000269574,75Media,D48,Newmains (A73),Wishaw,ML2 9BG,55.7814914,-3.87831209,Live
2000269576,75Media,D48,"Eastwoodmains Road, Giffnock (A727)",Glasgow South,G76 7HN,55.79449981,-4.28792213,Live
2000269581,75Media,D48,Renfrew Road at King George V Docks,Glasgow South,G51 4SN,55.86786378,-4.34632699,Live
2000269582,75Media,D48,Renfrew Road at King George V Docks,Glasgow South,G51 4SN,55.86776445,-4.34599976,Live
2000269598,75Media,D48,Radford Road,Nottingham,NG7 5LG,52.96519016,-1.17054276,Live
2000269637,75Media,D48,Albion Way (A5063),Salford,M5 4BF,53.48265302,-2.27756017,Live
2000269638,75Media,D48,"Edgware Road, Northbound (A5)",Neasden,NW2 7JA,51.56896997,-0.23014865,Live
2000269639,75Media,D48,"Edgware Road, Southbound (A5)",Neasden,NW2 7JA,51.56899367,-0.23017841,Live
2000270075,75Media,D96,Port Glasgow Road (Eas,Greenock,PA15 2UL,55.93957446,-4.71769425,Live
2000270076,75Media,D96,Port Glasgow Road (Westbound),Greenock,PA15 2UL,55.93962109,-4.71789301,Live
2000270136,75Media,D48,Kenrick Way (A4182),West Bromwich,B70 6EA,52.50807764,-1.98992545,Live
2000270229,75Media,D48,32 Elenora Street,Stoke On Trent,ST4 1QD,53.0063371,-2.1836875,Live
2000270230,75Media,D48,1894 Pershore Road,Birmingham,B30 3AS,52.41534807,-1.92929535,Live
2000270231,75Media,D48,"A468, Caerphilly Road, New Garw Hill",Cardiff,CF15 7UN,51.567818,-3.252222,Live
2000270240,75Media,DM6,"Eastfield Rd, Ingliston, Edinburgh (Northbound)",Uphall Newbridge,EH28 8LL,55.94311162,-3.36109743,Live
2000270241,75Media,DM6,"Eastfield Rd, Ingliston, Edinburgh (Southbound)",Uphall Newbridge,EH28 8LL,55.9431437,-3.36112456,Live
2000270362,75Media,D48,"11 Claremont Road, Bolton Road, Salford",Salford,M6 7NW,53.5015905,-2.31032147,Live
2000270368,75Media,D48,"Railway Social Club, Wakefield Road",Bradford,BD4 7PE,53.78855229,-1.74252401,Live
2000270369,75Media,D48,"Walthamslow Avenue, North Circular Road, Chingford",Chingford,E4 8QG,51.61104554,-0.03056231,Live
2000270394,75Media,D48,"1 Wharton Road, Winsford. Eastbound.",Winsford,CW7 3AA,53.19327022,-2.51638155,Live
2000270395,75Media,D48,"777 Bristol Road South, Northfield",Birmingham,B31 2NQ,52.41528117,-1.97097381,Live
2000270396,75Media,D48,Padholme Road,Peterborough,PE1 5XH,52.57722928,-0.21350705,Live
2000270397,75Media,D48,"Regent Street, Swindon",Swindon,SN1 1JL,51.55976633,-1.78263318,Live
2000270398,75Media,DM6,Milton Link (A1),Edinburgh,EH15 3QH,55.94291237,-3.1026794,Live
2000270399,75Media,DM6,East Lancashire Road (A580) (Eastbound),Worsley,M28 2QB,53.51114208,-2.36137889,Live
2000270400,75Media,DM6,East Lancashire Road (A580) (Westbound),Worsley,M28 2QB,53.51109848,-2.36124268,Live
2000270401,75Media,D48,Marton Road,Middlesbrough,TS1 2RB,54.57555996,-1.22783006,Live
2000270402,75Media,D48,Millerston Street (B763) Northbound,Glasgow North,G31 1QE,55.85733057,-4.21406056,Live
2000270403,75Media,D48,D48 Millerston Street (B763) Southbound,Glasgow North,G31 1QE,55.85738214,-4.21402458,Live
2000270858,75Media,D48,Briggate (A657),Baildon,BD17 7BT,53.83506151,-1.77423159,Live
2000284700,75Media,D48,D48 at 55 Hamilton Road (A721),Bellshill,ML4 1AG,55.81680921,-4.02596251,Live
2000284701,75Media,D48,"500 Chester Road (A5014), Manchester. M16 9HU",Manchester,M16 9HU,53.46321795,-2.27315383,Live
2000284703,75Media,D48,D48 at 77 Streatham Road (A216),Mitcham,CR4 2AH,51.41329477,-0.15561337,Live
2000284705,75Media,D48,D48 at Otley Road (A6038),Baildon,BD17 7EP,53.83829285,-1.7729469,Live
2000286449,75Media,D48,Bowling Back Lane,Bradford,BD4 8SA,53.78727178,-1.73959095,Live
2000286483,75Media,D48,D48 182 High Street,Stoke On Trent,ST6 5TT,53.05953778,-2.20986193,Live
2000286484,75Media,D48,D48 30 Inchinnan Road,Paisley,PA3 2PR,55.85594292,-4.42648247,Live
2000286485,75Media,D48,141 Ealing Road,Wembley,HA0 4BP,51.54518063,-0.29673442,Live
2000286486,75Media,D48,"811 Bristol Road South, Northfield",Birmingham,B31 2NQ,52.41528691,-1.9709716,Live
2000287229,75Media,D48,"A60, 56 King Street",Loughborough,LE11 1SD,52.76889697,-1.19943028,Live
2000287230,75Media,D48,"A58, Bury Street (Eastbound)",Heywood,OL10 3DD,53.59301471,-2.23471019,Live
2000287231,75Media,D48,"A58, Bury Street (Westbound)",Heywood,OL10 3DD,53.59301471,-2.23471019,Live
2000287232,75Media,D48,1094 Pershore Road,Birmingham,B30 2YG,52.43375278,-1.91852867,Live
2000287233,75Media,D48,"A53, Leek New Road",Stoke On Trent,ST6 2LE,53.0398505,-2.18148785,Live
2000287343,75Media,D48,"57 Park Road, St Helens",St Helens,WA9 1NQ,53.45518169,-2.71895535,Live
2000287533,75Media,D48,"500 Chester Road, (A5014), Eastbound",Manchester,M16 9HU,53.46320116,-2.27317833,Live
2000287544,75Media,D48,"D48 at 55 Hamilton Road (A721), Bellshill",Bellshill,ML4 1AG,55.81679449,-4.0259687,Live
2000287546,75Media,D48,"Old Mill Lane, Barnsley",Barnsley,S71 1LL,53.56188273,-1.47141757,Live
2000287548,75Media,D48,"Old Mill Lane, Northbound",Barnsley,S71 1LL,53.56190899,-1.47139845,Live
2000287553,75Media,D48,"Queens Shopping Park, Preston",Preston,PR1 4HZ,53.76097552,-2.68996402,Live
2000287554,75Media,D48,"D48 Atherleigh Way (A579), Leigh",Leigh,WN7 4EQ,53.49881001,-2.52639094,Live
2000287556,75Media,D48,"Atherleigh Way (A579), Leigh",Leigh,WN7 4EQ,53.49877679,-2.5264409,Live
2000288272,75Media,D96,"Broad Street, Salford",Salford,M6 5BZ,53.49393607,-2.29490343,Live
2000288326,75Media,D48,485 Aikenhead Road (A728). Glasgow,Glasgow South,G42 0PP,55.83449053,-4.24851946,Live
2000288327,75Media,D48,"Adderley Road, Birmingham",Birmingham,B8 1JE,52.49209495,-1.85996766,Live
2000302434,75Media,D48,"Cuckoo Road, corner of Lichfield Road.",Birmingham,B6 7SR,52.50734,-1.86366,Live
2000302435,75Media,D48,159 Leytonstone Road,Stratford West Ham,E15 1LH,51.55000898,0.00476175,Live
2000303426,75Media,DM6,Fairfield Street (A635),Manchester,M12 5FX,53.47403061,-2.21841716,Live
2000303654,75Media,D96,M8 Monopole (Westbound),Shotts,ML7 5TW,55.85604207,-3.7925693,Live
2000303655,75Media,D96,M8 Monopole (Eastbound),Shotts,ML7 5TW,55.85604207,-3.7925693,Live
2000304787,75Media,D48,Effingham Street (A633),Rotherham,S65 1BL,53.43597308,-1.35378557,Live
1235473685,Alight Media,D48,"Electric Bar, 291 Airbles, Motherwell",Motherwell,ML1 3AW,55.7829316,-3.9943603,Live
2000095254,Alight Media,D48,"Lancaster Bridge, New Town Row, Birmingham 1",Birmingham,B6 4HT,52.48913512,-1.89401484,Live
2000095270,Alight Media,D48,"Lancaster Bridge, New Town Row, Birmingham 2",Birmingham,B6 4HT,52.48912662,-1.89401604,Live
2000099355,Alight Media,D48,"Trinity Way, junction w/Lamb Lane, Manchester",Salford,M3 6AY,53.48425799,-2.2570556,Live
2000099429,Alight Media,D48,"Meadowhall Road, Sheffield 1",Sheffield,S9 1BS,53.41006848,-1.4228161,Live
2000099430,Alight Media,D48,"Meadowhall Road, Sheffield 2",Sheffield,S9 1BS,53.41010816,-1.42276323,Live
2000099431,Alight Media,D48,"Fresh Wharf, North Circular Road, London 1",Barking,IG11 7BP,51.52935749,0.07269538,Live
2000099432,Alight Media,D48,"Fresh Wharf, North Circular Road, London 2",Barking,IG11 7BP,51.5293483,0.072671,Live
2000099433,Alight Media,D48,"56 Hamilton Road, Cambuslang, Glasgow",Cambuslang,G72 7NT,55.81761752,-4.160184,Live
2000100052,Alight Media,D48,"The Leisure Exchange, Shipley Airdale Road",Bradford,BD1 5LD,53.79161126,-1.74586802,Live
2000100053,Alight Media,D48,"185 Walton Breck Rd, Liverpool",Liverpool,L4 0RG,53.43017277,-2.96250054,Live
2000100054,Alight Media,D48,Watery Lane Middleway,Birmingham,B9 4HA,52.47707038,-1.87530007,Live
2000100055,Alight Media,D48,185 Lawley Middleway,Birmingham,B4 7XT,52.4821654,-1.87888963,Live
2000113400,Alight Media,D48,"Newmarket Road, Cambridge",Cambridge,CB5 8LN,52.2133329,0.154086,Live
2000113407,Alight Media,D48,"164 Ealing Broadway, London",Hanwell,W7 3PS,51.5096763,-0.3286873,Live
2000113415,Alight Media,DM6,"University Road West, Salford",Salford,M5 4XW,53.4847132,-2.2743196,Live
2000117713,Alight Media,DM6,"Lower Parliament Street, Nottingham",Nottingham,NG1 1DP,52.9534527,-1.1396292,Live
2000117794,Alight Media,D48,"527 Main Road, Coatbridge",Coatbridge,ML5 3RX,55.861477,-4.003201,Live
2000117795,Alight Media,D48,"A5063, Albion Way, Manchester",Salford,M5 4DG,53.4802905,-2.2802151,Live
2000117796,Alight Media,D48,"Hyde Road, Manchester",Manchester,M12 5AQ,53.468032,-2.210448,Live
2000117797,Alight Media,D48,"Hyde Road, Manchester",Manchester,M12 5AQ,53.46807173,-2.21057941,Live
2000117818,Alight Media,D48,"Birmingham Road, West Bromwich",West Bromwich,B71 4LF,52.5101788,-1.963811,Live
2000117819,Alight Media,D48,"Birmingham Road, West Bromwich",West Bromwich,B71 4LF,52.5101794,-1.9637981,Live
2000117820,Alight Media,D48,"Clifton Hall Road, Edinburgh",Uphall Newbridge,EH28 8PA,55.938051,-3.403434,Live
2000117821,Alight Media,D48,"Clifton Hall Road, Edinburgh",Uphall Newbridge,EH28 8PA,55.938051,-3.403434,Live
2000117823,Alight Media Changed,D48,"8 Kinmel St, Rhyl",Rhyl,LL18 1AN,53.3192782,-3.4888884,Live
2000117825,Alight Media,D48,"Centenary Way, Burnley",Burnley,BB11 2EJ,53.7889189,-2.2381333,Live
2000117833,Alight Media,D48,"Great Howard Street, Liverpool",Liverpool,L3 7HS,53.4147621,-2.996087,Live
2000134712,Alight Media,D48,"114 York Road, Leeds",Leeds,LS9 7PJ,53.797977,-1.5199133,Live
2000134713,Alight Media,D48,"Kier Hardie Way, Sunderland",Sunderland,SR5 1DG,54.9155876,-1.3843019,Live
2000153002,Alight Media,D48,"A1231, Pallion New Road, Sunderland",Sunderland,SR4 6EE,54.9107805,-1.4022681,Live
2000153003,Alight Media,D48,"Queen Street, Wigan",Wigan,WN3 4DY,53.5428557,-2.6331871,Live
2000178744,Alight Media,D48,"100 Wellington Street, Slough",Slough,SL1 1UL,51.50891056,-0.58501819,Live
2000178745,Alight Media,D48,"100 Wellington Street, Slough",Slough,SL1 1UL,51.5089129,-0.58502838,Live
2000178764,Alight Media,D48,"Lower Parliament Street, Nottingham",Nottingham,NG1 1GN,52.95048295,-1.13864276,Live
2000187987,Alight Media,D48,"365-367 Blackpool Road, Preston",Preston,PR2 3AB,53.7732199,-2.7154371,Live
2000187988,Alight Media,D48,"39 Pembroke Place, City Centre, Liverpool",Liverpool,L3 5PH,53.4088974,-2.9689499,Live
2000188287,Alight Media,D48,"717 Stratford Road, Birmingham",Birmingham,B11 4DN,52.4462518,-1.8601205,Live
2000188288,Alight Media,D48,"167 Stratford Road, Solihull, Birmingham",Solihull,B90 3AX,52.4139141,-1.8277156,Live
2000188814,Alight Media,D48,"148 Gravelly Hill, Birmingham",Birmingham,B23 6BA,52.5214128,-1.8446625,Live
2000188815,Alight Media,D48,"95 Tyburn Road, Birmingham",Birmingham,B24 8NP,52.5075242,-1.8545858,Live
2000188819,Alight Media,D48,"Oxford Street, Bilston, Wolverhampton",Wolverhampton,WV14 0PR,52.5613913,-2.0629076,Live
2000188821,Alight Media,D48,"5 Star Blinds, 217 Manchester Road, Oldham",Oldham,OL8 4QY,53.5240207,-2.1394637,Live
2000188822,Alight Media,D48,"Upper York Street, Leeds Road, Wakefield",Wakefield,WF1 3LQ,53.6864513,-1.4996388,Live
2000188823,Alight Media,D48,"George Street Car Park, Kirkgate, Wakefield",Wakefield,WF1 1NE,53.68094,-1.4930043,Live
2000188828,Alight Media,D48,"24 St Anns Road, Rotherham",Rotherham,S65 1RQ,53.4386271,-1.3518426,Live
2000188829,Alight Media,D48,"Apollo, Palladium Buildings, Waterloo Road, Blackpool",Blackpool,FY4 2AA,53.7990774,-3.0493717,Live
2000188834,Alight Media,D48,"102 Bevois Valley Road, Sourthampton",Southampton,SO14 0JZ,50.9178008,-1.3953516,Live
2000188835,Alight Media,D48,"254 Bradford Road, Manchester",Manchester,M40 7BT,53.4903074,-2.2030077,Live
2000188837,Alight Media,D48,"Whitehall Road, Leeds",Leeds,LS12 6HY,53.7884107,-1.5708532,Live
2000188840,Alight Media,D48,"Centenary Circle, Trafford Park, Manchester",Salford,M50 1RF,53.48138,-2.3253469,Live
2000188841,Alight Media,D48,"Centenary Circle, Trafford Park, Manchester",Salford,M50 1RF,53.4814918,-2.3255539,Live
2000188842,Alight Media,D48,"West Hendon Broadway, London",Hendon,NW9 7AL,51.5737425,-0.2352881,Live
2000188843,Alight Media,D48,"West Hendon Broadway, London",Hendon,NW9 7AL,51.5733334,-0.2347999,Live
